π1(π2(π2(π2(π2(π2(π2(π2(π2(S2))))))))),7
π1(π2(π2(π2(π2(π2(π2(π2(π2(S20))))))))),113
π1(π2(π2(π2(π2(π2(π2(π2(π2(S25))))))))),133
π1(π2(π2(π2(π2(π2(π2(π2(π2(S26))))))))),150
π1(π2(π2(π2(π2(π2(π2(π2(π2(S28))))))))),178
π1(π2(π2(π2(π2(π2(π2(π2(π2(S29))))))))),188
π1(π2(π2(π2(π2(π2(π2(π2(π2(S30))))))))),195
π1(π2(π2(π2(π2(π2(π2(π2(π2(S4))))))))),32
π1(π2(π2(π2(π2(π2(π2(π2(π2(S5))))))))),38
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(S16)))))))))),101
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(S2)))))))))),8
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(S20)))))))))),114
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(S4)))))))))),33
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(S6)))))))))),49
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(S8)))))))))),60
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S10))))))))))),74
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S16))))))))))),102
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S21))))))))))),123
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S27))))))))))),166
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3))))))))))),12
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S21)))))))))))),124
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S28)))))))))))),179
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S29)))))))))))),189
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S11))))))))))))),85
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S26))))))))))))),151
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S29))))))))))))),190
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S30))))))))))))),196
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S5))))))))))))),39
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S6))))))))))))),50
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S8))))))))))))),61
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S20)))))))))))))),115
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S25)))))))))))))),134
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S6)))))))))))))),51
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S10))))))))))))))),75
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S11))))))))))))))),86
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S20))))))))))))))),116
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S25))))))))))))))),135
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S26))))))))))))))),152
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S27))))))))))))))),167
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S28))))))))))))))),180
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3))))))))))))))),13
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S30))))))))))))))),197
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S5))))))))))))))),40
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S6))))))))))))))),52
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S10)))))))))))))))),76
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S11)))))))))))))))),87
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S20)))))))))))))))),117
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S26)))))))))))))))),153
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S28)))))))))))))))),181
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S30)))))))))))))))),198
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S5)))))))))))))))),41
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S8)))))))))))))))),62
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S20))))))))))))))))),118
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S8))))))))))))))))),63
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S27)))))))))))))))))),168
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3)))))))))))))))))),14
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S6)))))))))))))))))),53
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S11))))))))))))))))))),88
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S25))))))))))))))))))),136
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S27))))))))))))))))))),169
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S28))))))))))))))))))),182
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3))))))))))))))))))),15
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S30))))))))))))))))))),199
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S6))))))))))))))))))),54
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S10)))))))))))))))))))),77
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S11)))))))))))))))))))),89
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S26)))))))))))))))))))),154
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S28)))))))))))))))))))),183
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S5)))))))))))))))))))),42
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S25))))))))))))))))))))),137
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S8))))))))))))))))))))),64
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S10)))))))))))))))))))))),78
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S25)))))))))))))))))))))),138
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S26)))))))))))))))))))))),155
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S5)))))))))))))))))))))),43
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S10))))))))))))))))))))))),79
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S11))))))))))))))))))))))),90
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S26))))))))))))))))))))))),156
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3))))))))))))))))))))))),16
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S5))))))))))))))))))))))),44
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S8))))))))))))))))))))))),65
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S26)))))))))))))))))))))))),157
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3)))))))))))))))))))))))),17
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S8)))))))))))))))))))))))),66
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S27))))))))))))))))))))))))),170
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S30))))))))))))))))))))))))),200
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S8))))))))))))))))))))))))),67
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S25)))))))))))))))))))))))))),139
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S26))))))))))))))))))))))))))),158
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3))))))))))))))))))))))))))),18
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S30))))))))))))))))))))))))))),201
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S26)))))))))))))))))))))))))))),159
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3)))))))))))))))))))))))))))),19
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S8)))))))))))))))))))))))))))),68
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S25))))))))))))))))))))))))))))),140
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S27))))))))))))))))))))))))))))),171
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S8))))))))))))))))))))))))))))),69
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S25)))))))))))))))))))))))))))))),141
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S27)))))))))))))))))))))))))))))),172
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S30)))))))))))))))))))))))))))))),202
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S25))))))))))))))))))))))))))))))),142
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S30))))))))))))))))))))))))))))))),203
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S25)))))))))))))))))))))))))))))))),143
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S26))))))))))))))))))))))))))))))))),160
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S30))))))))))))))))))))))))))))))))),204
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S26)))))))))))))))))))))))))))))))))),161
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S27)))))))))))))))))))))))))))))))))),173
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S25))))))))))))))))))))))))))))))))))),144
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3))))))))))))))))))))))))))))))))))),20
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S30))))))))))))))))))))))))))))))))))),205
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S25)))))))))))))))))))))))))))))))))))),145
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3)))))))))))))))))))))))))))))))))))),21
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3))))))))))))))))))))))))))))))))))))),22
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S26)))))))))))))))))))))))))))))))))))))),162
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3)))))))))))))))))))))))))))))))))))))),23
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S30))))))))))))))))))))))))))))))))))))))),206
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S30)))))))))))))))))))))))))))))))))))))))),207
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3))))))))))))))))))))))))))))))))))))))))),24
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S30))))))))))))))))))))))))))))))))))))))))),208
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3)))))))))))))))))))))))))))))))))))))))))),25
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3))))))))))))))))))))))))))))))))))))))))))))),26
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3)))))))))))))))))))))))))))))))))))))))))))))),27
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3))))))))))))))))))))))))))))))))))))))))))))))),28
ロシア/ろしあ,209
次郎/じろう,212
解剖~学~的に,210
